id,name,description,energy,cooktime,ingredient,quantity,unit
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Соль,г,0
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Специи,г,0
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Сок лимонный,мл,10
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Масло оливковое,мл,10
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Розмарин,г,2
17871,Морские гребешки,"Гребешки промыть и высушить салфетками. В отдельную чашу налить масло, сок, добавить листья розмарина, соль и специи, выложить гребешки и аккуратно перемешать, оставить на 20 минут. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить гребешки. Закрыть крышку. Готовить 4–6 минут.",89,00:06,Гребешок морской,г,170
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Соус маринара,г,60
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Масло растительное,мл,10
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Базилик,г,10
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Сыр пармезан твердый,г,60
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Сыр моцарелла,г,120
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Хлеб белый тостовый,шт,8
52449,Сэндвич с курицей,"1. Куриное филе нарезать ломтиками. Пармезан натереть на мелкой терке. Моцареллу нарезать слайсами. 

2. Четыре ломтика хлеба смазать соусом. Сверху выложить листья базилика, куриное филе, моцареллу и пармезан. Накрыть оставшимися ломтиками хлеба. Смазать сэндвичи растительным маслом с обеих сторон. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 4 . Дождаться включения индикатора готовности к работе. Выложить 2 сэндвича. Закрыть крышку. Готовить 3–4 минуты . Оставшиеся сэндвичи приготовить таким же образом. 

При использовании мультипокрытия: положение №4, время 4 минуты.",203,00:04,Филе куриное отварное,г,240
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Тесто слоеное бездрожжевое,г,400
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Соль,г,0
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Картофель,г,400
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Лук репчатый,г,150
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Масло растительное,мл,30
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Специи,г,0
52456,Пирожки с картофелем и грибами,"1. Картофель отварить, сделать пюре. Грибы отварить, слить воду, нарезать кубиками по 0,5 см. Лук нарезать кубиками по  0,5  см, обжарить на  растительном масле. Картофельное пюре смешать с луком и грибами. Добавить соль и специи, пере - мешать. 

2. Тесто раскатать, разрезать на  15 квадратов. Выложить начинку в  середину, защипать края теста, соединив противоположные кончики квадрата друг с другом. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить 5 пирожков. Закрыть крышку. Готовить 15 минут . Оставшиеся пирожки при - готовить таким же образом. 

При использовании мультипокрытия: положение №3, время 20 минут .",149,00:15,Грибы свежемороженые,г,300
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Соль,г,0
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Морковь,г,100
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Масло растительное,мл,30
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Специи,г,0
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Лук-порей,г,100
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Яйцо куриное,шт,2
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Фарш,г,400
52457,Пирог с мясом,"1. Лук нарезать кольцами. Морковь натереть на  крупной терке. Фарш смешать с яйцом, перемешать. Лук-порей и морковь обжарить на растительном масле. Добавить фарш, перемешать, обжарить до готовности. Добавить соль и специи, перемешать. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку размером чуть меньше чем гриль. На один пласт теста выложить начинку,  равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–15 минут.

При использовании мультипокрытия: положение №3, время 24 минуты",227,00:15,Тесто слоеное бездрожжевое,г,400
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Масло сливочное,г,125
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Соль,г,3
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Яйцо куриное,шт,1
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Мука пшеничная,г,300
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Разрыхлитель,г,10
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,"Молоко 3,2%",мл,120
52458,Печенье,"1. Сливочное масло растопить. Все ингредиенты выложить в отдельную емкость и  смешать миксером до  однородной массы. Сформировать шарики по 40 г. 

2. Включить гриль в  сеть. Закрыть крышку. Установить пере - ключатель в положение № 3 . Дождаться включения индикатора готовности к работе. Выложить 6 шариков теста. Закрыть крышку. Готовить 4–6 минут . Оставшиеся заготовки приготовить таким же образом. 

При использовании мультипокрытия: положение №3, время 8 минут.",409,00:06,Пудра сахарная,г,50
18614,Дорада с овощами,"Овощи разморозить. Рыбу почистить и разделать на филе с кожей. 

В фольгированную форму (31х21х5 см) выложить овощи и рыбу, посолить, добавить специи. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. Открыть крышку. На панель гриля поставить форму с рыбой. Закрыть крышку. Готовить 15 минут. 

Совет: из овощей для запекания с рыбой используйте брокколи, цветную капусту, морковь и горошек.",138,00:15,Соль,г,0
18614,Дорада с овощами,"Овощи разморозить. Рыбу почистить и разделать на филе с кожей. 

В фольгированную форму (31х21х5 см) выложить овощи и рыбу, посолить, добавить специи. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. Открыть крышку. На панель гриля поставить форму с рыбой. Закрыть крышку. Готовить 15 минут. 

Совет: из овощей для запекания с рыбой используйте брокколи, цветную капусту, морковь и горошек.",138,00:15,Специи,г,0
18614,Дорада с овощами,"Овощи разморозить. Рыбу почистить и разделать на филе с кожей. 

В фольгированную форму (31х21х5 см) выложить овощи и рыбу, посолить, добавить специи. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. Открыть крышку. На панель гриля поставить форму с рыбой. Закрыть крышку. Готовить 15 минут. 

Совет: из овощей для запекания с рыбой используйте брокколи, цветную капусту, морковь и горошек.",138,00:15,Дорада,г,270
18614,Дорада с овощами,"Овощи разморозить. Рыбу почистить и разделать на филе с кожей. 

В фольгированную форму (31х21х5 см) выложить овощи и рыбу, посолить, добавить специи. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. Открыть крышку. На панель гриля поставить форму с рыбой. Закрыть крышку. Готовить 15 минут. 

Совет: из овощей для запекания с рыбой используйте брокколи, цветную капусту, морковь и горошек.",138,00:15,Овощи замороженные,г,250
